,Building_Height_(m),Number_of_Floors,Number_of_People_Rescued,Number_of_Fire_Extinguishers,Number_of_Emergency_Exits,Number_of_Fire_Alarms,Temperature_(_C),Humidity_(%),Wind_Speed_(m_s),Precipitation_(mm),repair,Building_Type_Industrial,Building_Type_Residential,Fire_Occurrence_Yes,Type_of_Fire_Electrical,Type_of_Fire_Negligence,Fire_Scale_Medium,Fire_Scale_Small,Sprinkler_System_Present_Yes,Electrical_Equipment_Inspection_Conducted_Yes,Gas_Equipment_Inspection_Conducted_Yes
13185,19,5,37,6,4,3,26.65289037023082,0.672217098368505,1.6810785237791084,30.73631880003364,0.0,0,0,1,1,0,0,1,0,0,1
13192,10,3,39,9,2,0,17.014814816843966,0.5811951319422812,2.332753852893413,26.622922584151805,0.5,0,0,1,0,1,0,1,0,1,0
13195,7,2,25,5,4,6,19.531218097430312,0.49332325079221534,4.268888428670312,44.1829950779096,0.25,0,1,1,0,1,1,0,1,0,0
13197,30,9,19,6,7,0,18.69958552334354,0.6482156572736777,2.9826392312458374,2.3,0.75,0,1,1,0,1,0,1,1,0,0
13202,10,3,13,9,5,3,15.1,0.7335780665865999,2.004091232391953,65.98750443124018,0.25,0,1,1,1,0,0,1,0,0,1
13205,43,12,20,3,12,15,21.70195642396406,0.8455458047834469,3.8567669209443394,47.00157643132928,0.0,0,0,1,1,0,1,0,1,0,0
13207,44,12,20,9,9,3,18.613222891332825,0.5072840029513341,1.053400748658296,43.09346136830125,0.75,0,1,1,0,0,0,1,1,0,1
13208,28,8,3,7,6,9,29.7,0.8937806387753763,0.7827804302546522,67.23898941365402,0.75,0,0,1,0,1,1,0,1,0,0
13214,27,8,26,2,3,0,20.20782803815171,0.7147976217599797,2.1147921661757048,16.67361249904671,0.75,0,1,1,0,1,1,0,1,0,0
13218,31,9,32,8,14,9,23.10679971973229,0.6538737629200155,3.5582744390246512,61.99891799770931,0.5,0,1,1,0,1,1,0,1,0,1
13222,27,8,29,4,11,10,22.81250955622017,0.8463928248758441,2.822160978727682,94.1,0.0,1,0,1,0,0,1,0,1,0,1
13224,32,9,27,4,10,7,24.33680305218349,0.821195326892501,2.482626547514915,14.540698954877644,0.0,1,0,1,0,0,1,0,0,0,1
13225,24,8,28,1,8,13,28.963934341342306,0.9940000000000001,2.010022059238397,10.773713340373163,0.0,1,0,1,0,0,1,0,0,0,1
13228,32,10,20,6,10,4,22.48831338892882,0.9940000000000001,2.331622111121104,23.02893898289296,0.0,0,0,1,0,1,1,0,0,0,0
13234,34,10,25,5,10,9,22.37158610743178,0.6026902528605573,4.9,48.37716376544179,0.0,0,0,1,0,1,0,0,1,0,0
13236,30,9,3,6,8,7,20.311095028598142,0.7381709440911574,3.3844747777327133,56.35665398502333,0.75,0,1,1,0,1,0,1,1,0,0
13237,11,3,21,8,7,9,23.61078669815356,0.9180986406409375,1.732550757263052,38.92400431131351,0.25,0,1,1,0,0,1,0,1,0,0
13240,5,2,38,7,2,10,29.20920409352301,0.49178435153477035,1.7500437285760988,94.1,0.25,1,0,1,0,0,0,0,0,0,0
13242,20,5,33,6,3,3,25.208125285945727,0.5372150247361941,3.2885090610240173,48.41513161313732,0.25,0,1,1,0,0,1,0,0,0,0
13244,12,3,21,4,3,6,23.808786787893816,0.8864845051977333,3.8047577292834784,26.08872826785077,0.25,0,0,1,0,0,0,1,1,0,1
13246,28,8,4,8,7,5,28.567974814944595,0.535280673743712,3.8703146309283065,29.78330168646,0.0,0,0,1,0,0,0,1,1,0,0
13249,24,6,32,10,9,6,16.360398351982017,0.5941860593859571,3.062166599837871,78.00899730644826,0.25,0,1,1,0,1,0,0,1,0,0
13251,6,2,44,4,1,15,25.489635507873256,0.5541723094937535,2.08423479215746,71.33750811543885,0.25,1,0,1,0,1,1,0,1,0,0
13252,30,9,15,5,4,3,27.295451384511978,0.6331835795007491,2.637662275091224,8.277579403200072,0.0,0,0,1,0,0,0,1,0,0,0
13255,5,1,30,7,1,0,25.680142720320227,0.5178358943245001,4.7975591148453525,48.81896588786131,0.0,1,0,1,0,0,1,0,0,0,0
13256,20,6,50,8,6,7,21.24970718059599,0.6097463899710615,2.468399739776204,86.37825821070152,0.0,1,0,1,0,1,0,0,1,1,1
13259,32,9,26,2,9,12,18.392520925112283,0.9359824357540311,2.561092317822743,75.53008528714928,0.75,0,0,1,0,1,0,0,1,0,1
13261,34,10,23,3,6,5,15.1,0.5771149099080546,4.800047155007002,26.23572832043569,0.0,0,0,1,0,1,0,1,1,0,1
13264,11,3,36,7,5,2,22.024223066531608,0.511798179572933,4.172325380520948,44.95728652348291,0.0,0,0,1,0,0,0,1,1,0,0
13267,5,1,11,6,1,1,17.05326334713525,0.6844536717299152,1.9954452274076693,65.7623966445096,0.0,0,0,1,0,0,0,1,1,0,0
13269,27,8,29,10,3,4,22.72398245873025,0.45554120773392465,2.74849515155832,48.356238683434206,0.0,0,0,1,0,1,1,0,1,0,0
13271,34,10,29,6,10,10,22.735220308334966,0.56111754904763,2.250492282519916,94.1,0.0,0,1,1,0,0,1,0,1,0,1
13272,35,11,1,6,9,10,26.140409102407013,0.9432438497585091,3.538348078992967,88.78051069758988,0.0,1,0,1,0,1,0,0,1,0,1
13276,29,9,0,6,9,10,20.999242073700657,0.5221190983899355,2.0343912369993307,70.07745153430827,0.25,0,1,1,0,0,0,1,1,0,0
13279,42,12,13,5,11,13,23.11369584625528,0.7548140218923856,3.410091749631414,38.01561400335101,0.0,0,1,1,0,1,1,0,1,1,0
13280,28,8,32,8,6,0,15.1,0.535154211401235,2.3929063625252933,50.279234667193634,0.25,0,1,1,0,0,0,1,0,0,0
13282,10,3,5,5,3,5,25.102334433858672,0.6737490193775164,1.4899218732378776,46.28069645044203,0.25,0,1,1,0,0,1,0,0,0,0
13287,38,11,3,6,12,9,22.24762517274389,0.7559224439366503,3.0181492902872487,23.657226744340285,0.0,0,1,1,0,1,1,0,1,0,1
13290,23,6,50,1,6,7,16.60686928559474,0.83261136375857,1.3618184070962729,50.69382476249102,0.0,1,0,1,0,1,1,0,1,0,0
13293,31,9,25,5,9,7,23.055372609997864,0.6449873873511277,1.250686420321144,57.67799076314692,0.0,0,0,1,0,0,1,0,0,0,1
13295,11,3,20,4,1,3,20.31847609835159,0.6922460645931232,4.327112125527839,27.474341732268552,0.0,0,1,1,0,1,1,0,1,0,0
13296,31,8,20,5,3,3,17.801690891640558,0.6369471576560946,1.719328505617463,27.13677788879876,0.25,0,1,1,0,1,1,0,1,0,0
13297,35,10,10,1,7,10,23.848236614040992,0.6910177295749885,3.365503954156292,48.47138439948616,0.0,0,0,1,0,1,0,1,0,0,0
13299,22,6,31,5,3,9,19.98294540962164,0.7744781558304398,1.902952922346675,35.58343640990703,0.75,1,0,1,0,1,0,1,1,0,1
13301,29,9,20,7,10,4,19.91075451283232,0.7540371080837415,3.1035426226125176,35.087924358092145,0.25,0,1,1,0,1,0,0,1,0,1
13302,29,8,40,4,8,1,20.735996370241303,0.7640384751403337,2.6146406659389143,37.69099179235285,0.75,0,0,1,0,0,1,0,1,1,0
13304,33,10,28,9,8,0,17.37943972476462,0.8500551476112377,3.072509197178919,15.790042723922651,0.75,0,0,1,0,1,0,0,1,0,1
13306,16,5,19,10,3,9,21.966895720354827,0.5368266967553206,2.421965843076415,41.75031818348767,0.0,0,1,1,0,0,0,1,1,0,0
13316,36,11,16,6,6,6,25.39763362512359,0.6876560262379654,1.327702406559175,31.60573506173668,0.25,0,1,1,0,1,1,0,0,0,0
13323,16,4,32,6,5,7,17.67384205897683,0.746452209084479,2.7453456540121874,48.30193356830451,0.0,1,0,1,0,0,0,1,1,0,0
13324,5,1,12,6,6,6,15.534321184950818,0.8877305057207997,2.1983474286377453,56.75256615471615,0.25,0,1,1,0,0,1,0,1,0,0
13327,21,6,38,8,7,5,16.65340568921591,0.4320354290925762,3.173863733179255,63.4134598504249,0.0,0,1,1,0,0,0,0,1,0,1
13328,49,14,32,9,12,6,22.122182820228403,0.6609396513877942,3.281507870343468,26.27933874046392,0.0,0,0,1,0,1,1,0,1,0,0
13331,17,5,12,8,8,4,17.446711967420875,0.9940000000000001,2.348539057178812,12.79208505978114,0.25,0,1,1,0,1,1,0,1,0,0
13334,18,5,13,4,2,0,15.1,0.6776816306171543,1.1405211089384693,6.119515506070481,0.0,0,1,1,0,0,0,1,0,0,0
13335,27,8,36,6,13,8,21.278415258521324,0.7466710552658214,4.289033824294323,21.350931163614824,0.5,0,1,1,0,1,0,0,1,0,0
13337,31,9,13,7,8,5,15.1,0.6253647173516477,2.2931049041508147,28.865625421079923,0.5,0,1,1,0,1,0,0,1,0,0
13341,18,6,25,9,1,1,26.182864441253024,0.5578025199026214,2.522290580061157,2.3,0.0,0,1,1,0,0,1,0,0,0,0
13342,11,3,29,8,3,0,16.260897451236445,0.5157032434386148,3.1639330556834366,24.88252971999703,0.0,0,1,1,0,0,0,0,0,0,0
13349,13,4,27,6,11,10,17.571167077082244,0.8174569884706657,3.0028027650198377,94.1,0.25,0,1,1,0,0,0,0,1,0,1
13350,24,6,33,4,14,4,16.45455525828441,0.9940000000000001,2.15785883972835,71.86175909337118,0.0,0,1,1,0,1,0,1,0,0,1
13352,21,6,35,5,3,5,25.179757502091423,0.6085250587571442,1.6552326066748329,33.04299371286118,0.5,0,1,1,0,0,1,0,0,1,0
13355,20,6,21,4,5,5,15.886676690705958,0.6782829851860958,1.3549216980325578,37.4032295710831,0.25,0,1,1,0,0,0,1,1,0,0
13356,34,10,35,4,7,9,22.02365917381801,0.8252514791046118,2.3784973085590875,24.721394230365032,0.0,0,0,1,0,1,1,0,1,0,0
13362,6,2,14,9,5,4,22.79981100841093,0.8638448222990385,3.2321270834805693,82.51082413832793,0.25,0,1,1,0,0,1,0,1,0,0
13364,25,6,43,3,6,6,23.44532743890939,0.6198798853604484,1.352704424612626,27.731333167782616,0.25,0,0,1,0,0,1,0,1,0,0
13365,22,7,15,10,5,8,19.62342466121653,0.6131561340344218,1.78348823323546,52.07560965081926,0.0,0,1,1,0,0,0,1,1,1,0
13368,40,11,20,5,10,4,21.271999213260205,0.6412980148320494,1.0077353661981625,67.375397667892,0.25,0,0,1,0,0,1,0,1,0,0
13370,49,14,24,1,11,9,21.575474620801767,0.8845761697465965,4.047421892381633,5.552284612167782,0.0,0,0,1,1,0,0,1,1,0,1
13373,25,7,32,9,9,10,17.157471532321583,0.6834619542499101,1.9187151817523724,70.50591468225286,0.0,0,1,1,1,0,0,1,1,1,1
13375,13,3,41,7,3,3,27.439672541420894,0.5898751458540175,3.122466380600613,61.216054024153344,0.75,0,0,1,1,0,1,0,0,1,0
13379,25,7,29,8,5,9,21.79382669062249,0.9163418149886562,0.7789295494746684,42.34488832088194,0.0,0,0,1,0,1,1,0,1,0,0
13385,23,6,13,9,3,5,15.1,0.71746555265653,3.6390411416839705,40.67793833955553,0.25,0,1,1,0,0,1,0,1,0,0
13391,25,7,27,6,8,7,15.1,0.7214762463950845,2.102123441400284,25.850143892791458,0.0,0,1,1,0,0,0,0,1,0,0
13394,33,9,0,9,8,3,15.1,0.7386398747873919,1.9388507778352069,36.611641260915874,0.25,0,1,1,0,1,1,0,1,0,1
13403,15,5,37,7,3,0,23.94114384675941,0.7040780784373571,1.945257941858572,47.871412415253815,0.0,0,1,1,0,1,0,0,1,0,1
13404,19,5,43,6,10,9,20.30944985276024,0.9940000000000001,3.0321262239732825,32.165455018066325,0.75,0,0,1,1,0,0,1,1,0,0
13405,18,5,14,9,3,8,23.50439084016205,0.6343590084109657,2.0640919430330262,56.18539771357611,0.75,0,1,1,0,1,0,0,1,1,0
13410,24,7,18,8,9,10,26.810586526072004,0.6350751845188827,4.021195115020078,31.372867596224832,0.0,0,1,1,0,0,1,0,1,0,0
13416,31,9,27,2,10,6,15.303003562325676,0.9291657460764822,3.128365703981357,36.06731091012629,0.5,0,1,1,0,0,0,0,0,0,0
13418,20,6,12,6,3,4,22.361549489452297,0.40399999999999997,0.9218449054016054,34.81078525288404,0.25,0,1,1,0,0,0,1,1,0,0
13421,23,6,12,7,3,6,19.11128759275404,0.41600052245219893,2.9495235154123662,53.66318558619568,0.25,0,0,1,0,0,1,0,0,0,0
13422,25,6,44,4,7,2,20.298665415493435,0.7586433306495141,2.3478681486667616,65.88471866125458,0.0,0,1,1,0,0,1,0,1,0,1
13425,21,5,29,5,5,12,23.5289760363107,0.6793575680041477,1.4797409850810594,44.71435866212023,0.25,1,0,1,0,0,1,0,0,1,1
13426,29,8,14,5,8,9,15.1,0.5822760606878699,3.1952114834507537,2.3,0.75,0,0,1,0,0,1,0,1,0,0
13430,5,1,12,4,2,12,25.013504464825647,0.7792394947551001,0.726927452224303,47.10446327518319,0.25,0,1,1,0,0,1,0,0,0,0
13431,38,11,14,6,9,9,17.617618739947286,0.6771414163709566,2.8071626975389408,76.59543375548665,0.25,0,1,1,0,0,0,1,1,1,0
13440,16,5,18,5,6,10,23.158775818677057,0.6642456244977936,3.697132744848501,38.8605464255544,0.0,0,1,1,0,1,1,0,1,1,1
13441,35,10,36,8,10,12,21.744992217887425,0.7521621518504142,3.631091320072518,50.142081491575375,0.75,1,0,1,0,1,1,0,1,0,0
13444,21,6,32,7,8,4,20.72964922505735,0.891380925758304,4.093387405390851,11.29890911533682,0.25,0,1,1,1,0,1,0,1,1,1
13445,36,10,22,8,11,8,17.690425796784556,0.8590430391475344,2.795001415664592,59.723431060312215,0.5,0,0,1,0,0,0,0,0,0,1
13446,25,7,35,4,1,0,23.40940308232535,0.6353880329121114,0.783002678371508,2.3,0.0,0,1,1,0,0,0,0,0,0,1
13447,38,11,22,3,5,5,29.01029164061254,0.7195512307459362,2.6024407646005434,2.3,0.25,0,0,1,0,0,0,1,0,0,0
13448,5,1,40,7,1,0,21.16319693321302,0.75998088752737,1.978743730047973,49.21207958462031,0.0,0,1,1,0,0,1,0,0,0,1
13455,22,7,14,8,11,15,23.22625546699198,0.6746675627410292,3.8696326148562568,62.91665907838944,0.25,0,1,1,1,0,0,0,0,0,0
13457,28,9,12,5,9,12,24.7053907031004,0.8522880622685125,3.188252895652105,31.339820603387928,0.25,1,0,1,1,0,0,1,1,0,1
13458,44,13,10,9,8,7,19.046358897089466,0.6099830444709538,2.1341543268846004,33.80946802703233,0.0,0,1,1,0,0,1,0,1,1,1
13459,35,9,29,6,8,8,22.945188936762783,0.834928589340802,3.5279553542875783,32.52634336405118,0.0,1,0,1,0,0,0,1,1,0,1
13462,26,7,24,5,7,7,20.667316958171,0.7882828838972012,2.6077789752775016,50.88949857898458,0.0,0,1,1,0,1,0,1,0,1,1
13463,43,12,20,4,12,9,22.620129224632144,0.8002097437028588,3.377974579888556,61.662227445740896,0.0,0,1,1,0,1,1,0,1,1,1
13467,31,9,23,7,10,14,17.08280306696535,0.6307964982402664,1.3716664089094524,43.59151261657716,0.75,0,0,1,0,1,0,1,1,0,0
13469,48,14,36,7,17,11,19.64826817651436,0.4768930541965735,4.647630598918752,83.20886594976353,0.0,0,1,1,0,0,0,0,1,0,1
13470,29,8,44,2,7,7,27.85145500982868,0.9940000000000001,1.4790840502335092,22.977028118183163,0.0,0,0,1,0,1,0,0,1,1,0
13476,24,7,27,4,2,2,18.659183326621,0.5909224876758905,1.9905103415485448,21.204602342122747,0.0,0,1,1,0,0,0,1,1,0,0
13477,17,4,18,4,3,3,15.1,0.6169343204774461,2.8404432929008268,12.852649567252495,0.0,0,1,1,0,0,0,0,0,0,0
13478,35,10,40,1,4,7,29.7,0.547510467638704,1.9871276444632424,18.15505563543591,0.0,0,0,1,0,0,1,0,0,0,1
13480,11,3,17,4,3,6,20.64672302171587,0.7098352991112352,3.659423391893327,27.355791246977663,0.25,0,1,1,0,0,0,1,1,0,0
13485,33,9,50,2,5,8,29.7,0.7850978603170436,3.5976418530686383,15.214574355974635,0.25,1,0,1,0,0,0,1,0,0,0
13487,38,11,23,8,7,4,26.05231626671884,0.5418896278225283,4.088131563248092,35.4808732733626,0.75,1,0,1,0,1,1,0,1,0,1
13491,24,6,0,5,7,5,20.03869375844754,0.6998188988631151,1.4464978169951768,50.24596465059116,0.75,0,1,1,0,1,0,1,0,0,1
13494,20,6,10,4,4,3,19.17612397430721,0.6600293573052012,3.7626081678424064,45.3126927477537,0.0,1,0,1,0,1,1,0,1,0,0
13495,24,8,13,4,6,15,19.90562198985912,0.6792074536479156,3.06614266330708,86.64379009859738,0.25,0,0,1,0,1,0,0,0,1,1
13503,28,8,15,6,4,8,29.7,0.47137480812749283,4.027409511338864,58.734055992326205,0.0,1,0,1,0,1,0,1,1,1,1
13509,31,9,45,3,11,11,21.6624752395071,0.7820100189314557,4.9,47.23189774708546,0.5,0,1,1,0,1,0,1,1,1,0
13510,27,8,22,8,13,15,27.956830803097432,0.9940000000000001,0.6,37.55126456658103,0.25,0,0,1,0,0,0,1,1,0,0
13515,9,3,9,6,3,9,19.51770450811761,0.6597694104526746,1.3484312394734344,71.93484334427025,0.25,0,1,1,0,1,0,0,1,0,0
13516,21,6,4,4,3,8,24.69340751760396,0.7944234597260866,1.689582571736668,63.05953329813674,0.0,0,0,1,0,0,1,0,1,0,0
13520,28,8,18,7,8,10,23.40389650356708,0.5678379706270471,0.6,75.27896200673146,0.25,0,0,1,0,0,1,0,0,0,0
13521,25,6,21,4,6,0,18.17823637324168,0.5230939089027925,3.434361353639913,50.215015496394784,0.25,0,1,1,0,0,1,0,0,0,0
13523,24,7,21,6,3,0,16.241362805470658,0.7037713727938251,0.7821183705046553,2.3,0.25,0,1,1,0,0,0,1,0,0,0
13524,40,12,39,7,15,6,20.789999177445804,0.9831082523849319,2.539154012973681,88.63051627445432,0.75,1,0,1,0,1,0,0,0,0,0
13525,36,10,31,2,8,10,28.29826051212336,0.8350998357352921,4.051786900959867,12.219680173685958,0.5,0,0,1,1,0,1,0,0,0,0
13530,21,6,50,6,1,2,21.31258960165012,0.9061538999390824,0.6,43.33681849029848,0.0,1,0,1,0,1,1,0,0,0,0
13532,39,10,31,4,10,8,29.41879808780198,0.8597486693644646,2.046494622208132,38.44901552337081,0.75,0,0,1,0,1,0,1,0,1,1
13533,42,11,32,4,8,9,25.51437788423754,0.6248277228287091,3.8343503911488273,46.78104745631797,0.0,1,0,1,0,0,0,1,0,0,0
13534,31,8,22,6,10,14,26.1677395783306,0.8821867657522924,2.664186243176362,67.86453564081009,0.5,1,0,1,0,1,1,0,1,0,0
13537,29,9,26,4,4,5,20.46740846184663,0.7494097670722598,1.1961399408530151,9.899698423167312,0.0,0,0,1,0,0,0,1,0,0,0
13539,21,6,25,7,5,4,23.52279068902386,0.6882146827446711,1.85465711438821,42.01168146311392,0.75,0,0,1,0,1,0,1,0,0,1
13541,49,14,19,5,10,10,28.58376529205561,0.8359602280126478,1.4134275332660715,28.12347235196947,0.25,0,0,1,0,0,0,1,1,1,0
13542,36,11,32,5,9,9,29.7,0.9050296010009184,3.094783048108602,18.7582019625812,0.0,1,0,1,0,0,1,0,0,0,0
13544,31,9,11,6,5,4,29.18297563681873,0.7396113297570461,2.027337291615016,23.436298387338887,0.25,0,0,1,0,0,1,0,0,0,0
13547,32,9,17,7,9,9,26.998423125734988,0.7566004026766009,0.7599305837921861,17.110472286721453,0.75,0,0,1,0,0,1,0,0,0,0
13549,30,9,39,5,7,5,26.27258290016081,0.7511439975783786,4.343993759949772,26.447837473998973,0.25,0,0,1,0,1,1,0,1,1,0
13550,5,1,42,5,7,12,24.072925090298096,0.9940000000000001,3.690096769010141,79.99670871231721,0.25,1,0,1,0,1,0,1,1,1,0
13551,29,9,12,1,9,14,26.1491609148718,0.9940000000000001,2.662058968821879,41.850066632306174,0.25,0,0,1,0,0,0,1,1,1,0
13555,41,11,23,6,6,8,21.09104957943641,0.5238354955422638,2.836180288311629,54.4356193995323,0.25,0,1,1,0,0,1,0,1,0,0
13558,27,8,31,1,3,4,19.13856826682744,0.7628566546248092,1.998277412298099,38.79677355002761,0.75,0,0,1,0,0,0,1,0,0,0
13560,24,7,16,8,5,8,28.92874866933508,0.8241164202312686,1.2319706255666358,26.517894461012453,0.5,0,0,1,0,0,0,0,0,0,0
13562,22,6,14,4,9,14,25.427248220183547,0.7526153698887343,3.28512244441054,48.8911845792446,0.75,0,0,1,0,0,0,1,1,1,0
13570,38,11,27,3,12,14,19.44130014440971,0.7794952195709536,3.828029883917148,39.13612341794423,0.0,0,0,1,0,1,0,1,1,0,1
13572,12,3,19,4,1,6,28.152362446004453,0.4738430610270848,3.120895790914007,28.57626145304296,0.0,1,0,1,0,0,1,0,0,0,0
13573,35,10,22,8,10,9,25.2892159183698,0.6880228297701018,1.849176809718444,55.66041286449013,0.25,0,1,1,0,0,1,0,1,0,0
13574,6,2,0,8,3,5,18.610011407805658,0.6276719863550758,3.361007455615466,27.33358775464818,0.25,0,1,1,0,0,1,0,0,0,0
13577,28,8,13,5,5,5,15.735500723183366,0.5320192850504626,1.5183679264703995,20.298271732642707,0.75,0,1,1,0,0,1,0,0,0,0
13578,20,6,33,10,2,1,25.664616522874773,0.5663565643087016,3.497747944674668,2.3,0.0,0,1,1,0,0,1,0,1,0,0
13579,8,2,18,7,5,6,15.1,0.7164169462813131,3.614452396750263,39.25279637550663,0.25,0,1,1,0,1,1,0,0,0,0
13580,31,9,26,8,2,5,21.531811661063195,0.40399999999999997,3.561168669129368,15.509723292017622,0.75,0,0,1,0,0,0,1,0,0,0
13581,26,7,26,6,6,5,19.03128123351449,0.5333800041628276,1.3494110120490137,42.34252299826802,0.75,0,0,1,0,0,1,0,1,0,1
13582,14,3,22,6,6,2,16.339241103030687,0.604807980980401,2.6037980060099075,40.59396700836217,0.5,0,0,1,1,0,1,0,1,0,0
13583,14,4,33,5,1,0,28.9324306978256,0.8313114521213174,2.217501115812112,26.93769239758185,0.25,1,0,1,0,0,1,0,0,1,0
13584,34,9,26,5,6,8,22.37770865616336,0.516678563292832,3.776715247050155,2.786828287626016,0.0,0,1,1,0,1,0,1,0,0,0
13585,24,6,17,5,6,6,17.28326967726394,0.5217128036029272,2.564001775956095,2.3,0.0,0,0,1,0,0,1,0,0,0,0
13586,42,11,27,7,8,2,15.1,0.4178929430246416,4.173549372901646,39.63182619479457,0.25,0,0,1,0,1,0,1,0,0,1
13588,25,7,25,7,8,13,17.809915554161094,0.6218007406383632,3.5942430667291543,50.16978927865992,0.0,0,1,1,1,0,1,0,0,0,1
13590,28,8,33,1,2,1,20.47997742627581,0.6656562299095496,3.186214289818334,2.3,0.0,0,0,1,0,1,1,0,1,0,0
13594,27,7,29,6,7,6,21.40167213321569,0.6133679136660158,1.837935309840825,62.79968866739107,0.75,0,0,1,0,0,1,0,1,0,0
13595,28,7,34,3,7,12,23.202398244862326,0.895518043379769,3.902659745545256,62.82365352338131,0.25,0,0,1,0,0,1,0,1,1,0
13597,26,7,0,6,10,15,15.1,0.6594816555430273,2.613912496818039,72.93785751991888,0.25,0,1,1,0,1,1,0,1,1,1
13600,18,5,44,8,5,5,15.1,0.6194874470379587,2.6990334550095723,74.68169044940643,0.25,0,0,1,0,1,0,0,1,0,1
13604,21,6,29,6,7,4,21.322824464127752,0.5935931578216611,3.800765217003953,28.958328015561552,0.25,0,1,1,0,1,0,1,0,0,0
13605,25,7,22,6,7,9,19.82764543842987,0.4980608211996326,2.223816612376885,55.22670780182954,0.25,0,0,1,0,1,0,0,1,0,0
13606,5,1,7,7,4,5,20.14740357491337,0.7242799954199932,2.826834618511525,24.59572009042116,0.0,0,1,1,0,0,1,0,1,0,0
13607,20,6,39,8,7,4,21.76468516343276,0.947805837237962,0.6591247423799824,45.4700904136314,0.25,0,0,1,0,1,1,0,0,1,1
13610,23,7,24,5,6,0,25.520585896888544,0.8996353625296848,3.678531468301873,25.52461639823982,0.0,0,0,1,0,0,0,1,1,0,1
13612,21,5,34,6,6,2,20.707735082308847,0.7311439531330887,4.215741883384965,32.10562747919717,0.0,0,0,1,0,1,1,0,1,1,0
13613,40,12,1,7,13,11,21.924329406320844,0.7140280925858393,2.72924846918869,45.28960070086328,0.25,0,0,1,0,1,1,0,1,1,1
13615,13,3,10,10,3,3,16.893788845011656,0.49318601173292465,2.097840733619976,57.28030195309464,0.75,0,0,1,0,0,0,1,1,0,0
13618,15,4,38,5,2,0,15.1,0.7479235336232887,3.305760069670378,28.50039808369594,0.5,0,0,1,1,0,1,0,1,0,0
13620,22,6,35,5,7,5,20.537975335845683,0.7981204692092324,3.167499914020561,90.04050453460306,0.25,0,1,1,0,1,1,0,1,0,1
13621,12,3,39,4,6,2,22.158027849446427,0.5180897237269491,4.9,29.086316933395487,0.0,0,1,1,0,1,0,1,1,0,0
13628,15,4,27,6,3,6,26.19550335831705,0.40399999999999997,3.5290351832237974,64.62054120372721,0.0,0,1,1,0,0,1,0,1,0,0
13632,25,7,27,8,12,15,24.511515497425712,0.8099844345227009,4.076096026063947,68.88166784711545,0.0,0,0,1,0,0,0,1,1,0,0
13634,28,8,1,5,6,4,15.1,0.5913478221332332,3.781497264224085,5.548639049877625,0.0,0,1,1,0,0,1,0,1,0,0
13646,31,9,19,6,5,2,22.03803705578611,0.948867301588138,2.4442530985053383,13.723593981122526,0.75,0,0,1,0,0,0,1,0,0,1
13647,13,4,2,5,3,8,24.24353704014044,0.7577833208245444,1.2075800515561428,51.72903652412653,0.0,0,0,1,0,0,0,1,1,0,0
13649,42,13,14,6,9,1,16.93629364615676,0.5054731160388818,1.6082658584588316,33.86702968276864,0.0,0,1,1,0,0,0,0,1,0,1
13654,17,6,34,7,5,4,24.548017001096014,0.8667223908677464,0.6,59.12572161220107,0.0,0,0,1,1,0,0,1,0,0,0
13655,14,4,15,3,1,0,20.740571625489693,0.8201634886531332,3.205665853808059,22.64818385866029,0.0,0,0,1,0,1,0,0,0,0,0
13667,5,1,4,4,1,1,23.563699690204363,0.8596851573290357,2.33730859906492,2.3,0.0,0,0,1,0,0,0,1,0,0,0
13669,47,14,18,3,11,5,18.2245748410384,0.5973048241663708,2.743296351337335,31.88382154907098,0.0,0,1,1,0,0,1,0,1,0,0
13670,5,1,42,1,1,0,21.78941976248397,0.8043598146114347,3.685032329850398,45.660759109780784,0.25,0,0,1,0,0,1,0,0,0,0
13672,34,10,29,9,12,11,15.1,0.5852024759669715,1.3510613133381173,77.41130469687315,0.0,0,0,1,0,1,1,0,1,0,0
13676,9,2,27,8,4,2,15.492736091041028,0.40399999999999997,4.432634870657297,22.175164176261955,0.75,0,1,1,0,1,0,1,1,0,0
13678,15,4,15,4,2,9,19.27022263738585,0.7923054935889049,2.3704960540025324,52.88240807518919,0.0,0,0,1,0,1,1,0,1,0,0
13679,29,7,16,3,5,1,28.610397503122737,0.6811843148831982,3.674840636530615,29.573259105674364,0.75,1,0,1,0,0,1,0,0,0,0
13681,15,4,25,8,5,13,29.2063836908864,0.672892049411622,0.6,60.13842968309786,0.25,0,0,1,0,1,0,0,1,0,0
13683,35,10,41,4,8,8,27.491660679661504,0.7057455301892511,2.4608658337135223,33.400530642496854,0.75,0,0,1,0,1,1,0,1,1,0
13688,19,6,25,6,6,11,29.49700279624642,0.7238453738642434,1.6593741285434798,43.89298387406138,0.0,0,0,1,0,0,1,0,0,1,0
13694,15,4,12,7,2,12,19.23792048338716,0.8221945893407624,2.0991259051143034,46.62337475494995,0.25,0,0,1,0,0,0,1,0,0,0
13695,41,12,0,6,11,11,21.662761199259712,0.7811242450030913,2.306493426266374,43.90006048867258,0.25,0,1,1,0,0,0,1,1,0,1
13697,9,2,23,7,3,0,17.84514889524702,0.63406174429465,4.531741378936118,50.89492137504114,0.5,0,0,1,0,0,1,0,1,0,1
13700,10,3,24,5,3,6,22.82879186358812,0.476750927872986,1.0540068031119096,32.904445908592926,0.5,0,0,1,0,0,0,1,1,0,0
